name,age,nationality,height_cm,weight_kg,overall,position,pace,shooting,passing,dribbling,defending,physical,stamina,strength,agility,vision,preferred_foot_encoded,height_cm_norm
Aitor Buñuel,25,Spain,173,70,68,RB,84,38,58,68,60,73,87,66,79,51,1.0,1.73
D. Reimann,26,Germany,186,82,68,GK,56,70,73,53,69,47,31,47,53,57,1.0,1.86
C. Ronan,25,Republic of Ireland,170,70,68,CM,67,65,70,71,54,47,81,34,76,71,1.0,1.7
Á. Angulo,26,Colombia,173,68,68,LB,92,32,57,65,57,63,87,50,84,45,0.0,1.73
M. Zetterer,27,Germany,187,79,68,GK,56,68,70,32,68,69,38,69,32,27,1.0,1.87
R. Poole,25,Wales,184,74,68,CB,67,32,56,59,67,76,88,73,63,47,1.0,1.84
N. Linares,27,Argentina,175,72,68,CDM,58,54,63,65,67,67,67,63,58,64,1.0,1.75
S. Obeng,26,Ghana,185,74,68,ST,84,69,50,60,24,80,82,83,66,45,0.0,1.85
B. Kraev,26,Bulgaria,186,74,68,CAM,70,66,64,69,44,69,68,67,67,68,1.0,1.86
B. Pichler,25,Austria,188,88,68,ST,78,67,63,64,33,69,75,80,59,60,1.0,1.88
M. Fossey,24,United States,179,76,68,RW,84,47,62,69,65,65,74,61,84,62,1.0,1.79
A. Al Khaibari,26,Saudi Arabia,175,75,68,CDM,64,43,60,64,65,71,78,67,63,59,1.0,1.75
B. Lennon,25,United States,177,70,68,RB,73,62,70,65,59,70,87,65,70,72,1.0,1.77
B. Mikeltadze,25,Georgia,185,77,68,ST,75,66,63,68,32,67,77,68,71,68,1.0,1.85
Guilherme Ramos,25,Portugal,191,82,68,CB,64,33,46,50,67,74,61,80,51,42,1.0,1.91
Darío Poveda,26,Spain,185,75,68,ST,58,69,58,65,25,52,37,64,54,57,1.0,1.85
I. Mathew,26,Nigeria,175,75,68,CM,79,63,65,70,65,75,87,71,80,64,1.0,1.75
K. Duncan,25,United States,177,68,68,RB,89,44,53,67,63,71,79,66,81,40,1.0,1.77
O. De Wolf,26,Belgium,190,85,68,GK,52,70,72,39,69,69,23,69,39,42,0.0,1.9
E. Ndoj,26,Albania,189,83,68,CM,74,66,66,68,66,72,70,75,66,69,1.0,1.89
S. Knežević,26,Switzerland,187,81,68,CB,47,37,49,62,67,75,75,75,47,40,1.0,1.87
Thiago Rodrigues,27,Brazil,185,75,68,GK,48,66,69,25,68,60,20,60,25,56,1.0,1.85
M. Mouandilmadji,25,Chad,190,85,68,ST,73,68,47,65,31,74,64,83,72,54,1.0,1.9
Ros,27,Spain,188,76,68,CB,67,47,59,59,68,71,71,73,67,59,0.0,1.88
D. Guidi,27,France,177,75,68,CB,65,36,51,51,69,78,88,77,74,51,1.0,1.77
S. Jurić,26,Croatia,189,83,68,CDM,64,63,58,66,65,78,81,80,61,54,1.0,1.89
A. Bernier,25,Belgium,170,68,68,CF,81,68,63,70,37,63,68,59,86,66,1.0,1.7
Mailson,26,Brazil,200,75,68,GK,52,73,76,41,67,73,20,73,41,53,1.0,2.0
S. M'Bakata,25,France,178,72,68,RB,83,31,58,61,64,71,81,72,68,62,1.0,1.78
F. Porath,26,Germany,179,68,68,CM,76,62,67,72,60,67,79,58,81,69,1.0,1.79
T. Roberts,24,Wales,180,75,68,CAM,72,65,63,72,38,70,71,73,79,66,1.0,1.8
A. Angulo,27,Colombia,188,80,68,CB,63,26,40,47,69,71,65,76,44,32,1.0,1.88
E. Coronel,26,Argentina,173,72,68,RB,68,32,51,56,67,65,73,60,70,35,1.0,1.73
R. Villamarín,26,Peru,176,75,68,RB,69,52,60,65,65,66,73,67,58,55,1.0,1.76
A. Sissoko,26,France,178,68,68,RB,77,33,56,60,63,68,71,65,65,43,1.0,1.78
R. Strain,26,Australia,181,76,68,RB,78,50,64,66,61,73,80,71,75,57,1.0,1.81
R. Rivas,24,Honduras,178,73,68,LW,81,62,63,70,29,53,67,53,74,64,1.0,1.78
Y. Lawal,25,Nigeria,173,77,68,RW,83,58,60,70,26,63,71,61,85,67,1.0,1.73
D. Hayashi,26,Japan,178,73,68,ST,75,66,55,66,30,69,74,69,75,57,1.0,1.78
E. Haugan,25,Norway,180,73,68,CB,56,40,48,58,67,73,69,77,64,40,1.0,1.8
Z. Šarlija,26,Croatia,189,80,68,CB,56,32,49,48,70,69,65,72,47,46,1.0,1.89
A. Ajeti,26,Switzerland,183,78,68,ST,71,68,55,66,28,70,59,75,71,55,1.0,1.83
N. Mujakić,25,Bosnia and Herzegovina,189,78,68,CB,70,28,42,47,66,77,73,79,59,35,0.0,1.89
K. Muhar,27,Croatia,190,83,68,CDM,65,48,55,58,66,82,83,83,58,60,1.0,1.9
E. Vaessen,27,Netherlands,189,84,68,GK,66,65,64,47,69,55,30,55,47,37,1.0,1.89
Y. Gómez,25,Colombia,174,63,68,LB,88,52,59,67,61,60,73,56,81,65,0.0,1.74
L. Lamprou,25,Greece,180,74,68,LW,84,66,58,70,31,68,75,65,78,59,1.0,1.8
A. Gutman,26,United States,178,72,68,LB,79,48,56,65,65,70,68,71,76,49,0.0,1.78
M. Siby,26,Mali,191,84,68,CDM,54,50,60,61,65,77,81,80,59,63,0.0,1.91
S. Rhein,25,Germany,180,74,68,CDM,60,50,68,66,65,66,74,64,71,63,0.0,1.8
D. Chambost,25,France,177,70,68,CAM,63,65,69,68,54,68,74,68,72,70,0.0,1.77
M. Tapias,26,Mexico,179,72,68,CB,68,37,50,51,69,69,70,69,57,28,0.0,1.79
J. Segre,26,Italy,185,75,68,CM,70,62,65,66,64,71,83,64,65,67,1.0,1.85
Cho Yu Min,26,Korea Republic,182,79,68,CB,72,49,59,60,66,78,70,84,69,60,1.0,1.82
C. García,26,Argentina,180,78,68,CDM,61,58,62,64,68,74,65,78,55,61,1.0,1.8
A. Bassi,25,Morocco,173,69,68,CAM,69,69,67,68,49,59,64,56,76,72,1.0,1.73
M. Diarra,25,Senegal,184,70,68,CB,55,32,49,50,70,66,69,66,50,35,1.0,1.84
O. Rathbone,26,England,176,76,68,CM,82,60,63,70,64,76,92,66,82,66,1.0,1.76
P. Rommens,25,Belgium,175,69,68,CM,61,59,73,65,56,66,76,62,65,68,1.0,1.75
M. Ramírez,24,Argentina,183,76,68,LW,79,59,60,79,28,55,55,60,88,65,1.0,1.83
T. Ali,25,Sweden,174,63,68,LW,87,54,55,75,35,48,81,34,95,60,1.0,1.74
H. Türkmen,25,Turkey,183,78,68,CB,73,36,47,56,67,72,64,74,66,40,1.0,1.83
O. Mbaizo,25,Cameroon,178,70,68,RB,80,36,58,69,62,65,73,61,77,39,1.0,1.78
B. Calderara,25,Argentina,170,67,68,LW,74,52,64,66,64,51,73,45,71,66,0.0,1.7
R. Cristóbal,27,Uruguay,182,73,68,CDM,55,40,61,59,64,64,62,67,44,72,1.0,1.82
N. Campisi,26,Argentina,186,88,68,GK,52,66,66,34,67,56,27,56,34,38,1.0,1.86
S. Brunelli,25,Uruguay,190,84,68,CB,33,30,35,35,73,76,51,93,30,36,1.0,1.9
B. Palacios,25,Peru,176,63,68,RW,86,52,61,68,49,64,66,62,89,65,1.0,1.76
A. Beck,26,Germany,185,80,68,CM,61,63,67,63,62,72,85,69,56,68,1.0,1.85
R. Piscopo,25,Australia,170,69,68,LW,79,65,60,74,39,61,61,63,87,59,1.0,1.7
M. Komenda,26,Germany,184,76,68,CB,66,39,55,60,67,73,65,77,66,43,0.0,1.84
J. Hammar,29,Sweden,197,84,68,CB,34,38,46,42,67,75,47,87,33,37,1.0,1.97
O. Kocuk,27,Turkey,188,78,68,GK,52,63,60,44,69,55,23,55,44,30,1.0,1.88
J. Wildsmith,27,England,183,81,68,GK,54,67,67,36,67,76,36,76,36,66,1.0,1.83
V. Myhra,26,Norway,194,94,68,GK,58,64,63,38,69,65,33,65,38,51,1.0,1.94
M. Abena,28,Suriname,191,79,68,CB,69,39,51,57,65,81,75,87,53,37,1.0,1.91
M. Diaby,26,France,197,77,68,CDM,39,45,52,53,69,80,82,79,46,46,1.0,1.97
Bruno Lourenço,25,Portugal,179,67,68,RW,66,61,71,70,46,62,61,64,73,69,0.0,1.79
M. Ingram,29,England,191,97,68,GK,54,68,68,57,70,59,21,59,57,28,0.0,1.91
N. Cvetkovic,27,Serbia,195,82,68,CB,77,39,48,40,68,74,69,75,69,38,1.0,1.95
T. Aránguiz,26,Chile,175,70,68,CM,73,59,69,71,56,69,73,72,79,67,1.0,1.75
S. Solari,25,Argentina,178,72,68,LW,76,65,63,68,32,57,64,56,68,64,1.0,1.78
E. Krasniqi,24,Kosovo,188,78,68,LW,73,69,60,68,25,60,74,61,68,62,0.0,1.88
V. Ethemi,25,North Macedonia,179,69,68,LW,78,68,65,70,31,64,71,59,78,54,1.0,1.79
L. Bartlett,25,United States,191,90,68,CB,52,26,38,42,67,78,66,85,37,31,1.0,1.91
S. Lorenz,26,Germany,187,84,68,CB,67,38,51,51,68,77,74,80,62,42,1.0,1.87
J. Kubicki,27,Poland,180,70,68,CDM,71,56,63,66,62,77,92,70,68,64,1.0,1.8
M. Sarrafiore,25,Argentina,180,70,68,CM,74,67,63,70,55,59,54,71,67,68,0.0,1.8
J. Angulo,27,Colombia,184,80,68,LB,73,35,57,68,64,75,84,76,76,41,0.0,1.84
T. Duman,25,Germany,180,78,68,CAM,57,68,67,72,53,63,69,64,74,67,1.0,1.8
J. Eggestein,25,Germany,183,75,68,ST,58,68,69,71,36,60,67,64,74,71,1.0,1.83
E. Giménez,25,Paraguay,178,73,68,RW,79,62,64,69,47,58,68,58,73,57,1.0,1.78
I. Diawara,28,Mali,194,93,68,GK,45,62,62,37,70,64,33,64,37,38,1.0,1.94
D. Szymonowicz,27,Poland,185,77,68,CB,58,36,54,59,67,70,58,75,81,39,1.0,1.85
E. Wekesser,25,Germany,186,81,68,LB,78,63,63,66,62,75,72,77,67,56,0.0,1.86
S. Humphrys,25,England,185,91,68,ST,76,67,54,66,38,78,77,83,67,56,1.0,1.85
D. Burnić,25,Germany,181,73,68,CDM,73,48,64,68,64,67,76,63,76,67,0.0,1.81
O. Sail,27,New Zealand,194,80,68,GK,59,58,50,49,67,66,45,66,49,33,1.0,1.94
S. Fet,26,Norway,178,74,68,CM,68,55,63,68,64,74,85,72,72,67,1.0,1.78
N. Bürgy,27,Switzerland,185,80,68,CB,43,37,44,49,69,68,59,74,49,29,1.0,1.85
U. Radaković,29,Serbia,194,89,68,CB,52,33,45,44,67,74,54,85,54,42,1.0,1.94
D. Goutas,29,Greece,189,81,68,CB,51,45,44,49,68,76,69,82,47,40,1.0,1.89
D. Etienne Jr.,26,Haiti,178,77,68,LW,81,62,61,70,40,64,71,61,80,64,1.0,1.78
J. Rassoul,27,Senegal,187,81,68,CB,72,46,57,63,66,78,69,84,64,51,1.0,1.87
R. Garcés,27,Peru,185,76,68,CB,55,27,48,57,69,70,73,70,54,37,1.0,1.85
S. Kennedy,26,Canada,193,80,68,CB,79,29,45,48,68,72,65,77,50,40,0.0,1.93
Y. Vílchez,28,Peru,180,73,68,CB,58,25,50,45,68,65,64,65,42,32,1.0,1.8
M. Caillard,29,France,191,79,68,GK,56,66,66,34,69,75,33,75,34,14,1.0,1.91
H. Hermannsson,28,Iceland,190,84,68,CB,51,34,54,59,67,79,76,83,58,50,1.0,1.9
M. Huard,25,France,178,71,68,LB,78,40,56,64,64,72,77,72,70,48,0.0,1.78
L. Díaz,24,Costa Rica,180,72,68,RW,92,60,62,70,30,62,66,62,86,59,1.0,1.8
D. Abels,26,Netherlands,186,83,68,RB,66,43,55,62,67,74,79,72,63,40,1.0,1.86
A. Duarte,29,Peru,182,79,68,GK,46,67,64,23,66,64,22,64,23,45,1.0,1.82
J. Heil,26,Austria,176,70,68,RB,66,60,63,65,64,75,85,73,70,61,1.0,1.76
D. Cornelius,25,Canada,186,86,68,CB,66,44,49,53,64,81,68,86,61,48,0.0,1.86
T. Blackmon,26,United States,185,79,68,CB,88,42,58,66,66,75,71,79,68,48,1.0,1.85
M. Schulz,28,Germany,186,80,68,CB,58,63,63,67,68,71,72,73,65,60,1.0,1.86
A. Seydel,27,Germany,199,90,68,ST,70,64,55,67,29,63,34,79,53,60,0.0,1.99
L. Valzania,27,Italy,184,77,68,CM,67,60,64,68,61,61,69,57,59,67,1.0,1.84
A. Poungouras,27,Greece,187,77,68,CB,63,41,47,49,69,70,67,70,56,42,1.0,1.87
G. Tutino,26,Italy,177,76,68,ST,79,67,68,71,37,65,66,66,80,65,1.0,1.77
C. Mahoney,26,England,175,67,68,RW,74,62,63,71,38,47,62,44,77,69,0.0,1.75
V. Hoff,27,Norway,181,74,68,CDM,67,55,65,68,64,66,80,64,72,66,1.0,1.81
S. Sinyan,26,Gambia,188,84,68,CB,71,43,55,59,66,74,64,80,64,52,1.0,1.88
A. Donkor,25,Germany,186,84,68,LB,86,60,58,65,62,80,80,82,67,53,0.0,1.86
G. Dewaele,27,Belgium,182,74,68,RB,68,61,60,57,65,70,87,64,62,57,1.0,1.82
E. Rakip,27,North Macedonia,178,71,68,CDM,68,59,63,69,64,71,85,64,80,68,1.0,1.78
G. Engvall,27,Sweden,185,85,68,ST,67,67,58,68,31,71,69,74,59,64,1.0,1.85
E. Capradossi,27,Italy,185,79,68,CB,59,36,55,59,70,68,64,69,66,45,1.0,1.85
S. Svendsen,25,Norway,172,67,68,RW,81,65,62,70,36,62,77,56,83,64,1.0,1.72
D. Zúñiga,26,Chile,171,80,68,LB,79,45,59,67,62,65,73,68,74,49,1.0,1.71
F. Dabo,27,England,181,76,68,RB,73,49,63,68,65,68,52,71,64,62,1.0,1.81
Sergio Molina,27,Spain,177,67,68,CM,58,59,64,65,67,64,61,63,56,69,1.0,1.77
D. Frare,27,Italy,187,80,68,CB,58,45,49,51,68,78,69,84,46,50,1.0,1.87
Charles,29,Brazil,186,80,68,GK,50,62,60,48,69,52,30,52,48,48,1.0,1.86
Doo Hyun Seok,27,Korea Republic,169,65,68,RB,82,59,57,69,61,64,85,60,81,58,1.0,1.69
A. Donis,26,Greece,178,77,68,ST,79,69,57,69,25,62,65,61,73,55,1.0,1.78
Dálcio,27,Guinea Bissau,180,67,68,CM,79,68,64,73,58,64,70,58,76,65,0.0,1.8
J. Dehm,27,Germany,181,73,68,RB,79,49,62,67,62,65,68,61,76,51,1.0,1.81
M. Espinoza,25,Paraguay,179,82,68,LB,76,44,59,58,63,66,80,64,82,58,0.0,1.79
A. Araque,27,Venezuela,180,80,68,GK,58,63,62,51,68,46,27,46,51,23,0.0,1.8
Carlos Nieto,27,Spain,179,74,68,LB,68,56,61,61,65,74,76,76,62,59,0.0,1.79
P. van Amersfoort,27,Netherlands,193,77,68,CAM,65,68,68,67,52,73,83,72,73,66,1.0,1.93
D. Louiserre,28,France,172,63,68,CDM,65,65,66,69,64,70,79,68,85,69,1.0,1.72
G. Byers,27,Scotland,180,73,68,CM,59,64,64,68,60,66,75,66,70,70,1.0,1.8
N. Castrillón,27,Colombia,183,79,68,RB,70,29,47,55,67,71,82,71,70,38,1.0,1.83
R. Neudecker,26,Germany,174,72,68,CM,75,60,69,72,51,68,85,64,88,69,0.0,1.74
O. Zawada,27,Poland,192,83,68,ST,75,65,55,61,37,75,70,81,61,59,1.0,1.92
C. Paredes,25,Paraguay,183,69,68,CDM,68,63,64,64,65,70,74,66,68,69,1.0,1.83
S. Güler,28,Turkey,188,85,68,CB,68,37,48,53,66,78,74,80,67,28,1.0,1.88
M. Bundu,26,Sierra Leone,189,79,68,RW,86,63,64,69,44,68,72,69,78,60,1.0,1.89
J. Elvedi,26,Switzerland,187,83,68,CB,76,34,57,57,67,73,70,75,66,53,1.0,1.87
S. Olsson,25,Sweden,185,81,68,RW,67,52,67,70,55,73,84,74,61,69,1.0,1.85
H. Kanis,25,Morocco,180,73,68,RW,79,62,65,69,28,53,64,54,68,62,0.0,1.8
Josema,27,Spain,184,81,68,LB,62,37,56,53,70,71,62,75,54,48,0.0,1.84
A. Salétros,27,Sweden,183,73,68,CM,64,57,69,66,61,70,85,68,76,70,0.0,1.83
Sebas Moyano,26,Spain,168,71,68,LW,72,59,63,72,35,44,56,38,73,65,1.0,1.68
R. Bormuth,27,Germany,190,89,68,CB,66,25,41,49,69,72,57,83,56,39,1.0,1.9
M. Seck,27,Senegal,176,72,68,LB,72,47,61,65,65,62,70,58,72,59,0.0,1.76
L. Ruiz,27,Colombia,185,69,68,ST,71,68,58,69,22,64,63,66,73,58,1.0,1.85
Ontiveros,25,Spain,172,75,68,LW,62,68,70,69,35,49,53,50,59,62,1.0,1.72
R. Charles-Cook,26,Grenada,175,69,68,LW,84,63,61,69,53,66,85,59,84,60,1.0,1.75
A. Al Malki,28,Saudi Arabia,176,67,68,CDM,64,57,63,63,65,71,71,70,61,62,1.0,1.76
M. Shved,25,Ukraine,171,63,68,RW,73,68,61,72,36,49,63,48,74,60,0.0,1.71
L. Pfeiffer,26,Germany,196,94,68,ST,46,68,50,60,33,81,69,94,34,45,1.0,1.96
A. Carroll,34,England,193,79,68,ST,37,70,61,60,47,81,47,94,39,66,0.0,1.93
A. Radovanović,29,Serbia,189,83,68,CB,40,29,49,49,68,77,66,84,34,38,0.0,1.89
D. Marcq,34,France,183,77,68,CB,35,48,61,56,70,71,67,73,60,60,1.0,1.83
A. Herrera,26,Guatemala,180,71,68,RW,69,48,67,66,66,75,76,76,63,67,1.0,1.8
J. Marulanda,27,Colombia,178,70,68,RB,77,35,54,60,63,66,81,61,66,48,1.0,1.78
T. Itō,26,Japan,163,59,68,LW,76,57,60,77,22,35,55,29,93,61,1.0,1.63
M. Moreno,26,Colombia,171,66,68,LW,84,63,60,71,28,50,55,51,79,64,1.0,1.71
G. Pușcaș,27,Romania,188,78,68,ST,67,68,53,64,36,70,63,77,54,53,1.0,1.88
L. Grgic,27,Austria,183,79,68,CDM,67,44,60,61,65,82,83,83,54,64,0.0,1.83
M. Ullmann,27,Austria,180,65,68,LB,79,59,62,66,61,69,85,63,74,59,0.0,1.8
L. Jensen,26,Germany,175,70,68,CM,64,62,66,70,56,57,78,51,75,70,1.0,1.75
J. Verlaat,27,Netherlands,192,87,68,CB,54,26,47,55,67,79,64,91,55,39,1.0,1.92
M. Tagliamonte,25,Argentina,194,78,68,GK,55,65,65,35,70,54,37,54,35,33,0.0,1.94
R. Petretta,26,Italy,175,70,68,LB,78,36,62,68,63,71,74,71,76,57,0.0,1.75
H. Wingo,27,United States,183,77,68,RB,82,54,59,64,63,69,77,70,76,55,1.0,1.83
D. Heber,28,Germany,182,71,68,CB,73,41,52,55,69,72,74,68,67,44,1.0,1.82
S. Burchert,33,Germany,187,78,68,GK,54,64,62,41,68,65,32,65,41,18,1.0,1.87
F. Ysique,27,Peru,168,67,68,CM,56,57,61,66,58,54,82,41,52,68,1.0,1.68
J. Dom,33,Belgium,173,71,68,RB,72,58,62,62,63,73,81,70,67,57,1.0,1.73
O. Vanegas,27,Colombia,178,74,68,CB,62,34,47,49,68,69,66,70,44,30,1.0,1.78
E. Otieno,26,Kenya,168,74,68,LW,89,48,63,69,61,75,83,76,82,61,0.0,1.68
M. Montiel,27,Uruguay,186,77,68,CDM,72,47,59,51,68,77,82,81,73,63,1.0,1.86
V. Mantovani,27,Italy,185,76,68,CB,43,26,41,49,70,72,73,71,57,29,1.0,1.85
V. Gheorghe,26,Romania,175,65,68,LW,83,66,65,68,44,65,79,62,84,64,1.0,1.75
R. Sánchez,26,Bolivia,175,70,68,LW,72,63,65,63,62,80,90,80,72,71,1.0,1.75
S. Conteh,26,Germany,178,72,68,ST,95,63,54,71,37,62,70,59,88,52,1.0,1.78
L. Bell Bell,26,Cameroon,180,73,68,LB,85,61,60,70,62,64,71,61,73,60,0.0,1.8
I. Cristea,28,Romania,184,77,68,CB,74,38,48,57,67,77,80,76,70,46,1.0,1.84
M. Sykes,25,Republic of Ireland,182,74,68,RW,73,63,63,67,63,68,79,65,75,65,1.0,1.82
M. Loum,26,Senegal,188,80,68,CDM,44,55,59,61,67,79,72,83,42,62,1.0,1.88
E. Karic,26,Austria,184,71,68,LB,69,44,60,63,64,75,76,77,68,56,0.0,1.84
T. Deeney,35,England,183,90,68,ST,39,70,62,63,37,76,48,87,57,67,1.0,1.83
Lim Sang Hyub,34,Korea Republic,180,73,68,LW,78,67,62,67,43,69,80,70,79,64,1.0,1.8
M. Beevers,33,England,193,80,68,CB,46,41,47,41,67,77,68,86,33,45,0.0,1.93
João Victor,34,Brazil,183,83,68,CDM,38,51,63,56,65,82,85,85,50,60,1.0,1.83
L. Cigarini,37,Italy,175,72,68,CDM,48,60,74,68,64,53,52,50,59,79,1.0,1.75
E. Viviano,37,Italy,195,90,68,GK,41,69,69,22,67,65,33,65,22,55,0.0,1.95
A. Le Fondre,36,England,180,73,68,ST,61,70,61,68,30,71,75,73,69,66,1.0,1.8
P. Smyth,25,Northern Ireland,173,69,68,RW,89,60,60,71,40,55,70,49,90,63,1.0,1.73
S. Dembélé,26,Scotland,173,67,68,ST,87,66,62,74,32,57,69,54,87,66,1.0,1.73
B. Białkowski,35,Poland,194,86,68,GK,54,67,67,44,67,69,39,69,44,57,1.0,1.94
Iván Cuéllar,39,Spain,187,80,68,GK,58,66,64,49,67,75,38,75,49,49,0.0,1.87
D. Marshall,38,Scotland,187,83,68,GK,55,67,69,39,67,63,34,63,39,61,1.0,1.87
B. Waterman,39,Netherlands,188,83,68,GK,56,68,68,52,67,72,27,72,52,37,1.0,1.88
L. Butelle,40,France,188,84,68,GK,50,65,62,36,68,70,28,70,36,39,0.0,1.88
I. Prtajin,27,Croatia,189,89,68,ST,64,69,53,62,28,72,64,79,56,63,1.0,1.89
K. Van Den Kerkhof,27,Algeria,190,82,68,RB,72,65,62,67,63,73,78,75,66,55,1.0,1.9
A. Gunnarsson,34,Iceland,177,85,68,CDM,47,59,62,64,67,69,60,70,58,58,1.0,1.77
G. McCleary,36,Jamaica,183,76,68,RW,77,66,63,69,48,69,65,75,70,66,1.0,1.83
A. Nuhiu,33,Kosovo,197,85,68,ST,32,68,58,61,40,79,60,91,34,63,1.0,1.97
J. Kodjia,33,Côte d'Ivoire,189,77,68,ST,71,66,55,67,29,69,62,74,63,58,1.0,1.89
R. Rodelin,33,France,193,83,68,ST,41,70,69,69,42,66,62,77,63,72,1.0,1.93
F. Di Santo,34,Argentina,193,88,68,ST,60,67,62,64,43,74,56,82,60,66,1.0,1.93
V. Hedenstad,32,Norway,178,74,68,RB,75,51,62,65,60,71,85,65,76,60,1.0,1.78
B. Farioli,25,Argentina,179,70,68,RW,70,58,68,72,38,53,52,55,77,73,0.0,1.79
C. Cuero,27,Ecuador,170,79,68,LB,87,43,57,63,60,77,84,76,77,53,0.0,1.7
M. Lang,32,Switzerland,185,79,68,CB,56,63,64,62,68,69,65,71,55,55,1.0,1.85
A. Smithies,33,England,189,88,68,GK,64,65,64,33,68,66,39,66,33,44,1.0,1.89
L. Van Eenoo,32,Belgium,175,67,68,CDM,48,66,69,67,63,64,67,63,69,71,0.0,1.75
M. Hansen,33,Denmark,188,85,68,GK,60,64,64,48,67,67,33,67,48,48,1.0,1.88
J. Faussurier,36,France,173,70,68,RB,49,57,70,66,68,69,74,65,64,71,1.0,1.73
M. Youssouf,35,Comoros,169,65,68,RB,65,48,62,67,66,68,73,69,80,62,1.0,1.69
H. Saivet,32,Senegal,175,76,68,ST,65,68,70,69,65,65,74,62,77,71,1.0,1.75
Aythami Artiles,34,Spain,185,82,68,CB,30,47,55,55,67,78,73,82,57,39,1.0,1.85
V. Basha,29,Albania,174,71,68,CDM,63,61,65,64,62,72,73,71,62,64,1.0,1.74
Zheng Zheng,33,China PR,185,77,68,CB,72,57,67,65,68,72,70,75,66,69,0.0,1.85
Danilo Silva,33,Brazil,185,70,68,CB,71,44,62,60,67,69,62,72,53,59,1.0,1.85
R. Piscitelli,26,Italy,189,80,68,GK,56,64,60,50,68,55,28,55,50,39,0.0,1.89
G. Cotugno,25,Uruguay,177,75,68,RB,80,40,54,64,63,69,78,69,69,43,1.0,1.77
F. Ondoa,24,Cameroon,185,87,68,GK,64,61,61,67,71,74,43,74,67,30,1.0,1.85
F. Miya,22,Uganda,177,74,68,CAM,77,65,66,70,31,61,54,70,73,67,1.0,1.77
L. Morosini,24,Italy,175,74,68,CAM,78,59,67,71,30,60,71,61,71,71,1.0,1.75
J. Minala,23,Cameroon,184,84,68,CM,59,63,64,68,63,73,75,70,61,63,1.0,1.84
N. Špalek,23,Slovakia,171,67,68,CAM,76,65,65,72,33,54,67,51,81,64,1.0,1.71
F. Varela,24,Argentina,174,70,68,CM,72,62,67,73,49,59,70,55,73,69,1.0,1.74
Y. Urra,23,Chile,192,88,68,GK,46,67,67,25,68,72,24,72,25,46,1.0,1.92
D. Saggiomo,21,Venezuela,165,55,68,RW,71,63,66,67,44,58,72,59,68,68,1.0,1.65
B. Fornaroli,35,Australia,175,68,68,ST,68,69,62,69,38,73,74,74,75,65,1.0,1.75
V. Fiorillo,33,Italy,190,79,68,GK,54,62,61,55,68,61,31,61,55,48,1.0,1.9
J. Rhodes,33,Scotland,185,71,68,ST,62,70,53,62,39,59,48,72,65,67,1.0,1.85
P. Hanlon,33,Scotland,180,78,68,CB,55,36,57,55,69,74,76,75,51,54,0.0,1.8
N. Uysal,32,Turkey,180,72,68,CB,54,56,61,63,68,72,66,73,63,58,1.0,1.8
J. Siebenhandl,33,Austria,183,81,68,GK,57,67,68,61,67,66,38,66,61,48,0.0,1.83
A. Gonçalves,37,France,179,83,68,RB,45,54,65,67,61,81,91,85,72,63,1.0,1.79
D. Falcinelli,32,Italy,186,75,68,ST,56,69,53,68,23,60,53,69,64,58,0.0,1.86
M. Bakenga,30,Norway,181,75,68,ST,79,67,55,65,35,65,67,72,78,57,1.0,1.81
D. Jensen,31,Denmark,195,92,68,GK,54,64,63,38,69,79,37,79,38,51,1.0,1.95
F. Montero,35,Colombia,175,74,68,ST,54,72,66,68,41,59,61,61,68,69,1.0,1.75
J. Young,37,England,180,83,68,GK,58,65,64,45,67,73,38,73,45,60,0.0,1.8
M. Bradley,35,United States,185,87,68,CDM,36,60,69,64,62,73,79,73,36,64,1.0,1.85
A. Prijović,33,Serbia,191,88,68,ST,52,67,56,63,35,75,60,84,47,55,1.0,1.91
M. Vejinović,33,Netherlands,186,78,68,CM,54,68,70,68,62,74,72,77,55,71,1.0,1.86
A. Esswein,33,Germany,182,85,68,ST,70,68,62,67,53,75,73,76,67,58,1.0,1.82
C. Bolaños,36,Costa Rica,178,70,68,RW,64,64,67,71,34,60,62,55,73,70,1.0,1.78
Aguza,27,Spain,176,71,68,CDM,60,65,70,64,63,67,71,67,60,66,1.0,1.76
J. Chunga,28,Colombia,180,80,68,GK,56,66,68,59,68,38,33,38,59,31,1.0,1.8
M. Madl,32,Austria,182,78,68,CB,49,51,61,57,68,75,79,72,65,59,1.0,1.82
Marcelo Hermes,25,Brazil,177,68,68,LB,71,51,59,70,63,54,54,49,75,54,0.0,1.77
R. Janga,31,Curacao,194,88,68,ST,69,66,43,62,27,78,73,84,61,40,1.0,1.94
F. Klos,35,Germany,194,93,68,ST,56,69,60,59,39,81,64,91,41,70,1.0,1.94
J. Edwards,32,England,173,73,68,RB,68,59,63,66,63,75,91,70,80,63,1.0,1.73
G. Grozav,32,Romania,182,71,68,LW,76,67,65,68,32,65,70,66,75,68,1.0,1.82
B. Acosty,31,Ghana,178,76,68,RW,85,65,60,70,33,66,70,74,76,59,1.0,1.78
L. Sætra,31,Norway,195,90,68,CB,33,37,52,48,66,80,63,92,31,46,1.0,1.95
R. Krishna,35,Fiji,169,70,68,ST,88,67,64,70,46,79,87,74,84,65,1.0,1.69
R. Petrović,34,Serbia,193,83,68,CDM,35,54,59,58,68,76,70,80,32,64,1.0,1.93
