name,age,nationality,height_cm,weight_kg,overall,position,pace,shooting,passing,dribbling,defending,physical,stamina,strength,agility,vision,preferred_foot_encoded,height_cm_norm,position_encoded
Cristian Lodeira,29,Brazil,172,66,70,ST,78,69,58,76,29,52,65,49,90,54,1.0,1.72,10
Sanaldo Caiado,33,Brazil,168,67,70,CAM,71,70,68,73,40,56,68,56,79,66,1.0,1.68,0
Pombaxinho,25,Brazil,191,90,70,CB,48,45,56,48,73,66,40,88,35,62,1.0,1.91,1
Heitinho Zanon,25,Brazil,187,79,70,CB,61,34,47,41,70,77,77,75,68,44,0.0,1.87,1
M. Suzuki,27,Japan,185,74,70,ST,80,69,59,67,25,68,69,73,65,66,1.0,1.85,10
T. Nakagawa,28,Japan,161,57,70,RW,89,67,63,71,39,50,72,31,94,66,1.0,1.61,9
D. Nishi,33,Japan,178,74,70,RB,57,53,69,67,67,74,83,70,66,69,1.0,1.78,8
S. Doi,29,Japan,172,63,70,CF,72,68,67,72,44,59,76,53,80,70,1.0,1.72,3
C. Cisneros,27,Mexico,175,73,70,LW,73,67,66,71,47,62,69,65,73,70,1.0,1.75,7
S. Willems,30,France,184,75,70,CB,70,44,58,59,72,71,72,70,67,48,0.0,1.84,1
Somália,32,Brazil,180,73,70,CM,64,68,68,73,63,68,60,71,70,64,1.0,1.8,4
F. Torijano,32,Colombia,182,73,70,CB,70,34,51,51,70,75,73,80,64,44,1.0,1.82,1
L. Castellanos,37,Colombia,183,78,70,GK,56,65,64,44,70,62,23,62,44,51,1.0,1.83,5
D. Andrade,30,Colombia,168,70,70,LB,77,45,57,70,64,70,83,63,75,31,0.0,1.68,6
J. Rodríguez,28,Colombia,180,70,70,CM,72,66,72,70,43,68,76,72,78,77,1.0,1.8,4
M. Mier,30,Uruguay,181,76,70,LW,55,72,69,71,47,73,72,77,71,69,0.0,1.81,7
E. Çelenk,32,Turkey,180,75,70,LW,72,65,69,69,32,60,70,69,71,71,0.0,1.8,7
J. Segovia,32,Argentina,185,89,70,CB,50,26,45,47,70,80,78,86,52,25,0.0,1.85,1
M. Hybš,28,Czech Republic,180,67,70,LB,73,50,65,69,66,70,70,69,63,62,0.0,1.8,6
M. Sotillo,35,Peru,182,78,70,GK,57,71,68,33,68,63,34,63,33,29,1.0,1.82,5
João Afonso,31,Portugal,188,84,70,CB,46,31,52,53,71,74,55,84,40,32,1.0,1.88,1
M. Rayhi,27,Morocco,178,76,70,RW,81,70,63,73,49,74,71,77,75,65,1.0,1.78,9
B. Emir,33,Turkey,178,73,70,LB,68,51,67,67,68,68,71,66,70,65,0.0,1.78,6
D. Lemos,32,Argentina,178,65,70,CDM,63,38,60,61,69,79,85,75,66,55,1.0,1.78,2
A. Umar,26,Nigeria,174,72,70,LW,81,65,66,71,46,70,69,70,83,72,1.0,1.74,7
Renatão Baumer,25,Brazil,178,76,70,LB,65,52,64,59,69,71,75,70,53,48,0.0,1.78,6
Jaimosa Cavaco,21,Brazil,168,60,70,RB,72,63,52,57,66,46,84,24,70,35,1.0,1.68,8
Adeilson Gesser,29,Brazil,175,70,70,CAM,80,58,67,72,38,58,78,55,85,76,0.0,1.75,0
Neris,29,Brazil,192,86,70,CB,48,39,45,45,70,83,71,90,52,30,1.0,1.92,1
L. Reyes,30,Mexico,185,65,70,LB,73,48,65,68,66,60,80,57,71,68,0.0,1.85,6
J. Moreno,30,Venezuela,169,72,70,CAM,69,71,70,70,37,54,55,58,69,72,1.0,1.69,0
Aylton Boa Morte,27,Portugal,182,75,70,RW,80,64,61,72,28,69,82,65,74,65,1.0,1.82,9
D. Zuma,26,South Africa,169,72,70,RW,76,58,65,72,41,47,61,45,72,65,1.0,1.69,9
A. Preciado,26,Ecuador,181,72,70,LW,85,71,64,70,32,66,72,72,78,59,1.0,1.81,7
Y. Bárcenas,27,Panama,175,75,70,LW,77,67,64,71,36,61,79,62,83,61,1.0,1.75,7
K. Ramírez,26,Uruguay,180,75,70,LW,82,57,63,73,32,58,70,57,79,70,0.0,1.8,7
M. Vešović,28,Montenegro,177,70,70,RB,84,54,65,71,64,71,73,69,83,66,1.0,1.77,8
A. Di Gaudio,30,Italy,169,63,70,LW,85,59,62,77,31,45,75,31,90,66,1.0,1.69,7
K. Waston,32,Costa Rica,196,88,70,CB,43,30,44,42,68,81,58,92,32,35,1.0,1.96,1
M. El-Munir,28,Libya,177,76,70,LB,84,29,58,68,66,66,70,64,75,54,0.0,1.77,6
J. Correa,27,Argentina,170,65,70,LW,71,67,66,73,27,62,74,60,76,70,0.0,1.7,7
M. Jojić,28,Serbia,177,79,70,CM,67,72,74,73,56,70,70,72,76,71,1.0,1.77,4
G. Toledo,30,Argentina,171,72,70,RB,76,48,62,69,65,65,72,60,69,64,1.0,1.71,8
G. Beltrán,36,Paraguay,183,86,70,ST,67,72,52,70,23,67,49,87,71,55,1.0,1.83,10
Thiago Santos,30,Brazil,181,76,70,CDM,61,44,60,64,72,75,63,77,51,48,1.0,1.81,2
Alberto Benito,28,Spain,176,68,70,RB,77,41,58,66,64,77,93,73,74,47,1.0,1.76,8
K. Fortuné,30,France,182,80,70,ST,79,71,63,68,30,70,73,76,70,63,1.0,1.82,10
R. Grange,31,France,177,71,70,RW,72,69,69,69,37,63,77,63,78,69,1.0,1.77,9
G. Jara,34,Chile,178,77,70,CB,53,47,61,62,69,74,60,75,64,61,1.0,1.78,1
L. Schmitz,31,Germany,184,80,70,LB,67,57,64,62,68,75,80,73,61,61,0.0,1.84,6
F. Farnolle,35,Benin,196,104,70,GK,56,67,65,27,70,82,35,82,27,21,1.0,1.96,5
M. Pátkai,32,Hungary,173,70,70,CDM,67,61,66,67,67,60,73,51,77,71,1.0,1.73,2
J. Fernández,32,Argentina,169,67,70,LW,74,68,66,72,50,59,67,56,78,65,0.0,1.69,7
E. Bekdemir,28,Turkey,171,66,70,LW,76,66,69,72,49,57,59,60,78,72,1.0,1.71,7
S. Gentiletti,35,Argentina,182,77,70,CB,53,38,57,61,70,70,50,76,56,52,0.0,1.82,1
Rúben Ferreira,30,Portugal,183,59,70,LB,67,58,69,69,67,67,71,60,68,63,0.0,1.83,6
M. Pucciarelli,29,Italy,174,64,70,ST,80,69,64,76,42,57,76,45,88,64,1.0,1.74,10
J. Acosta,29,Argentina,177,75,70,LW,83,66,62,71,38,61,77,61,81,71,1.0,1.77,7
N. Pérez,33,Uruguay,180,87,70,GK,46,69,68,21,70,72,24,72,21,60,1.0,1.8,5
G. Sosa,34,Argentina,182,80,70,ST,59,72,45,63,21,71,72,84,66,52,1.0,1.82,10
C. Vega,29,Argentina,178,79,70,CDM,68,61,64,64,67,73,78,71,52,62,1.0,1.78,2
L. Requena,35,Argentina,186,80,70,GK,64,69,70,53,70,59,43,59,53,70,0.0,1.86,5
M. Diskerud,29,United States,184,73,70,CM,66,67,71,70,61,70,73,74,68,73,1.0,1.84,4
E. Lichaj,31,United States,178,80,70,RB,67,46,54,65,68,75,78,68,70,36,1.0,1.78,8
H. Robson-Kanu,31,Wales,183,83,70,ST,69,71,63,70,35,75,69,78,58,59,0.0,1.83,10
M. Mustacchio,31,Italy,180,78,70,RW,90,63,61,72,41,63,78,62,83,56,1.0,1.8,9
V. Forren,32,Norway,188,86,70,CB,31,52,62,58,70,74,61,82,41,60,0.0,1.88,1
René,36,Spain,183,79,70,GK,62,65,63,62,70,67,24,67,62,28,1.0,1.83,5
F. Đorđević,32,Serbia,186,80,70,ST,57,72,59,66,49,73,60,78,66,62,0.0,1.86,10
J. Pereira,33,Mexico,186,81,70,CB,32,37,52,50,71,78,70,85,32,50,1.0,1.86,1
C. Carmona,33,Chile,173,68,70,CDM,64,57,65,64,67,72,73,70,70,64,1.0,1.73,2
L. Siligardi,32,Italy,180,72,70,RW,72,66,70,75,37,55,62,61,77,67,0.0,1.8,9
Rúben Micael,33,Portugal,176,70,70,CM,58,67,74,72,51,59,50,60,70,77,1.0,1.76,4
Tiago Lopes,31,Portugal,178,66,70,RB,73,52,63,70,67,73,80,70,73,52,1.0,1.78,8
R. Procházka,31,Slovakia,184,76,70,CDM,64,59,63,67,70,71,74,71,64,64,1.0,1.84,2
E. Sancero,34,Ecuador,174,71,70,LW,68,66,69,71,52,57,73,58,75,66,0.0,1.74,7
C. Lendezo,26,Ecuador,170,69,70,LW,88,65,55,76,26,59,62,58,72,61,1.0,1.7,7
E. Fernández,31,Peru,184,80,70,CB,61,42,50,54,69,73,72,76,55,35,1.0,1.84,1
P. Gallagher,35,Scotland,184,76,70,CM,53,68,75,67,61,61,63,65,61,77,1.0,1.84,4
G. Dicker,33,Republic of Ireland,183,81,70,CDM,43,49,64,58,68,76,80,76,58,62,1.0,1.83,2
N. Navarro,35,Argentina,191,87,70,GK,57,69,68,52,69,57,41,57,52,47,0.0,1.91,5
L. Ulloa,33,Argentina,186,88,70,ST,36,69,62,68,50,79,65,89,57,63,1.0,1.86,10
Carmona,32,Spain,177,71,70,RW,66,68,71,71,44,64,65,70,70,72,1.0,1.77,9
M. Fraga,32,Mexico,184,83,70,GK,60,72,74,51,69,78,35,78,51,62,1.0,1.84,5
N. Taylor,31,Wales,175,75,70,LB,66,39,65,69,68,65,67,62,69,64,0.0,1.75,6
A. Fathi,35,Egypt,176,78,70,RB,63,62,64,66,69,74,74,74,68,62,1.0,1.76,8
I. Aissati,31,Morocco,174,70,70,CAM,67,61,69,73,39,56,70,58,78,71,1.0,1.74,0
Suso Santana,35,Spain,172,62,70,RW,82,62,63,71,54,77,75,76,80,68,1.0,1.72,9
N. Schouterden,31,Belgium,176,65,70,LB,73,58,67,69,64,60,77,48,77,65,0.0,1.76,6
B. Grobler,32,South Africa,183,78,70,ST,76,68,56,68,34,63,70,70,66,60,1.0,1.83,10
S. Yago,27,Burkina Faso,180,77,70,RB,65,40,61,69,67,78,78,76,69,51,1.0,1.8,8
D. Leudo,30,Colombia,178,70,70,CDM,68,49,65,62,65,71,69,75,62,66,1.0,1.78,2
R. Farfán,28,Chile,176,69,70,RW,91,60,62,71,34,60,74,59,90,65,1.0,1.76,9
J. Schunke,33,Argentina,193,86,70,CB,31,40,53,46,71,75,60,88,29,29,1.0,1.93,1
B. Fernández,25,Argentina,175,70,70,ST,81,70,68,70,29,58,62,58,82,70,1.0,1.75,10
M. Awad,27,Egypt,182,73,70,GK,60,67,67,42,70,55,37,55,42,37,1.0,1.82,5
Edu Ramos,28,Spain,176,77,70,CDM,65,51,67,63,62,71,78,72,72,65,1.0,1.76,2
Muralha,27,Brazil,176,81,70,CDM,70,67,66,72,66,76,76,75,77,62,1.0,1.76,2
K. Saief,26,United States,176,72,70,LW,75,67,68,71,53,64,65,59,75,69,0.0,1.76,7
C. Yambéré,29,Central African Republic,191,81,70,CB,57,31,48,53,70,76,71,80,35,43,1.0,1.91,1
J. Leguizamón,28,Paraguay,178,80,70,CB,69,44,45,49,69,75,63,81,60,32,1.0,1.78,1
Z. Kožulj,26,Bosnia and Herzegovina,180,78,70,CM,70,71,69,70,57,65,80,63,72,70,1.0,1.8,4
O. Deschacht,39,Belgium,183,81,70,CB,35,45,60,52,75,69,66,71,51,57,0.0,1.83,1
Nino,40,Spain,169,68,70,ST,57,74,63,70,46,55,32,63,73,65,1.0,1.69,10
R. Yabo,28,Germany,177,70,70,CM,80,60,66,75,62,67,70,67,79,70,1.0,1.77,4
G. Kagelmacher,32,Uruguay,183,76,70,CB,63,48,66,63,71,74,77,73,70,58,1.0,1.83,1
F. Giefer,30,Germany,196,93,70,GK,54,60,58,43,72,74,25,74,43,33,1.0,1.96,5
P. Klingmann,32,Germany,180,79,70,RB,65,58,64,62,69,70,69,73,63,55,1.0,1.8,8
N. Tomović,32,Serbia,184,79,70,CB,56,38,59,64,70,73,67,74,67,46,1.0,1.84,1
Gabrielzinho,24,Brazil,171,64,70,LW,90,59,59,76,36,52,60,44,91,61,1.0,1.71,7
J. Harper,24,Scotland,186,78,70,ST,76,71,60,69,32,67,75,68,71,57,0.0,1.86,10
N. Guirin,25,Uruguay,184,73,70,GK,58,67,67,52,69,44,28,44,52,37,1.0,1.84,5
M. Hany,24,Egypt,175,72,70,RB,75,54,65,69,66,66,70,64,76,58,1.0,1.75,8
A. Kamara,25,France,177,81,70,ST,84,67,55,68,31,76,61,84,68,58,1.0,1.77,10
Afsha,24,Egypt,168,66,70,CAM,69,67,70,73,49,57,69,54,75,70,1.0,1.68,0
C. Guzmán,26,Mexico,176,72,70,RB,72,47,58,68,66,72,78,71,72,39,1.0,1.76,8
Jonatan Lucca,26,Brazil,184,82,70,CM,55,65,69,68,64,78,81,78,43,70,1.0,1.84,4
Zizo,24,Egypt,174,67,70,RW,80,65,67,72,52,69,76,72,78,65,1.0,1.74,9
M. Malyshev,27,Ukraine,181,82,70,CDM,71,65,66,68,67,67,60,69,74,57,1.0,1.81,2
Gu Sung Yun,26,Korea Republic,195,82,70,GK,48,62,61,23,70,62,30,62,23,43,1.0,1.95,5
G. Berardi,31,Switzerland,178,72,70,CB,66,39,60,64,69,77,78,72,71,55,1.0,1.78,1
R. Bobadilla,33,Paraguay,182,87,70,ST,61,74,65,66,47,80,65,87,62,60,1.0,1.82,10
A. Chedjou,35,Cameroon,184,77,70,CB,43,49,59,57,71,63,34,70,46,63,1.0,1.84,1
T. Chevalier,33,France,178,77,70,ST,75,73,66,71,34,72,70,72,72,69,1.0,1.78,10
N. Roux,32,France,182,78,70,ST,66,70,63,71,37,65,62,70,70,64,1.0,1.82,10
R. Fanni,38,France,186,81,70,CB,52,52,65,66,70,69,49,77,62,58,1.0,1.86,1
Ö. Çek,29,Turkey,173,70,70,LB,77,64,68,71,63,66,76,59,78,67,0.0,1.73,6
E. Hallfreðsson,36,Iceland,186,86,70,CM,54,62,73,72,70,67,49,74,59,72,0.0,1.86,4
R. Martínez,37,Argentina,184,81,70,CM,51,69,72,69,57,64,53,67,60,75,1.0,1.84,4
Jurado,34,Spain,173,72,70,CAM,59,70,73,71,30,53,47,59,70,73,1.0,1.73,0
J. Dos Santos,31,Uruguay,181,81,70,ST,72,70,56,67,34,77,73,81,69,63,1.0,1.81,10
D. Santacruz,28,Paraguay,177,74,70,CAM,81,70,61,72,30,52,33,66,81,70,1.0,1.77,0
G. Ludwigson,29,Sweden,182,75,70,RW,87,67,62,68,30,80,91,77,78,69,1.0,1.82,9
J. Infante,27,Argentina,177,76,70,LB,73,50,59,66,69,67,72,64,66,55,0.0,1.77,6
A. Medina,36,Argentina,181,79,70,GK,52,62,60,28,72,64,31,64,28,40,1.0,1.81,5
A. Bedrane,31,Algeria,186,81,70,CB,60,30,51,53,69,73,69,77,45,37,1.0,1.86,1
S. Akaydın,29,Turkey,190,82,70,CB,61,37,44,49,71,76,70,79,56,32,1.0,1.9,1
R. Ibarra,28,Ecuador,175,77,70,LW,84,62,64,69,39,68,73,72,84,55,1.0,1.75,7
Ricardo Ryller,29,Brazil,184,84,70,CM,60,63,66,67,66,76,81,74,61,68,1.0,1.84,4
G. Carneiro,27,Uruguay,194,85,70,ST,71,69,59,69,26,72,65,80,69,65,0.0,1.94,10
Tiago Orobó,29,Brazil,190,75,70,ST,78,70,47,65,27,72,62,82,61,54,1.0,1.9,10
B. Khoukhi,32,Qatar,185,76,70,CB,60,60,57,54,70,76,77,79,47,50,1.0,1.85,1
Farley,29,Brazil,176,65,70,RW,87,64,65,71,22,55,59,59,73,62,1.0,1.76,9
J. Cifuente,30,Ecuador,179,82,70,ST,67,75,44,71,23,59,32,82,72,42,1.0,1.79,10
Gerson Rodrigues,28,Luxembourg,185,85,70,LW,82,65,64,67,44,80,70,88,60,61,1.0,1.85,7
G. Costa,33,Peru,171,70,70,RW,77,62,66,71,22,65,70,68,72,69,1.0,1.71,9
A. Burcă,30,Romania,188,80,70,CB,68,24,45,52,68,81,72,86,56,33,1.0,1.88,1
R. Radunović,31,Montenegro,183,77,70,LB,78,58,64,63,66,80,82,80,73,58,0.0,1.83,6
A. Artean,29,Romania,186,81,70,CDM,68,64,63,63,67,79,84,79,67,61,1.0,1.86,2
J. Allevinah,28,Gabon,172,70,70,RW,82,69,63,72,42,48,58,42,75,68,1.0,1.72,9
A. Leautey,27,France,172,66,70,RW,90,64,63,71,45,52,68,46,87,65,1.0,1.72,9
Alvaro Rodríguez,28,Spain,181,75,70,RB,60,43,64,62,70,67,69,66,59,52,1.0,1.81,8
A. Ahamada,28,Comoros,189,83,70,GK,58,60,58,42,71,75,38,75,42,29,1.0,1.89,5
P. Polomat,26,France,183,78,70,LB,78,52,65,65,65,75,77,75,65,57,0.0,1.83,6
R. Kishna,25,Netherlands,183,77,70,LW,71,64,65,76,33,46,32,58,73,70,0.0,1.83,7
César,27,Brazil,190,77,70,CB,35,37,44,51,73,73,59,83,43,30,1.0,1.9,1
G. Neves,22,Uruguay,171,72,70,CM,71,65,68,71,63,63,76,67,85,74,1.0,1.71,4
J. Toro,23,Honduras,174,64,70,LW,71,61,68,72,34,57,67,53,79,72,1.0,1.74,7
Koke Vegas,24,Spain,188,88,70,GK,60,64,60,60,68,55,34,55,60,42,1.0,1.88,5
Witi,23,Mozambique,173,68,70,LB,88,63,61,72,60,50,86,34,83,62,0.0,1.73,6
O. Linnér,23,Sweden,199,82,70,GK,52,66,66,31,71,69,43,69,31,50,1.0,1.99,5
Murilo,24,Brazil,174,66,70,LW,77,66,62,76,30,62,66,59,79,64,0.0,1.74,7
F. Manojlović,24,Serbia,197,82,70,GK,45,70,70,36,69,74,17,74,36,32,1.0,1.97,5
Rafa Navarro,26,Spain,173,64,70,RB,74,44,60,66,66,48,65,31,76,51,1.0,1.73,8
Paulinho,28,Brazil,178,71,70,LB,83,65,66,71,62,67,80,64,82,69,0.0,1.78,6
E. Kardeşler,29,Turkey,184,79,70,GK,56,65,64,26,71,55,27,55,26,45,1.0,1.84,5
G. Rodríguez,31,Uruguay,187,76,70,ST,75,71,63,70,45,65,62,69,67,62,0.0,1.87,10
A. Méndez,27,Uruguay,176,82,70,RB,80,37,52,60,66,85,82,93,55,32,1.0,1.76,8
M. Cantera,30,Uruguay,185,90,70,CAM,47,68,70,73,45,69,55,79,58,72,1.0,1.85,0
L. Quiñonez,29,Ecuador,180,76,70,LB,75,62,68,68,64,73,79,70,80,66,0.0,1.8,6
L. Koutris,27,Greece,175,69,70,LB,74,60,63,68,65,67,72,64,81,58,0.0,1.75,6
C. Ganea,31,Romania,175,72,70,LB,73,66,70,68,64,69,72,70,80,67,0.0,1.75,6
A. Băluță,29,Romania,166,67,70,CAM,83,67,67,72,49,68,70,65,85,69,1.0,1.66,0
F. Andrijašević,32,Croatia,188,75,70,CM,69,71,67,69,56,79,74,85,59,71,1.0,1.88,4
S. Lobjanidze,28,Georgia,175,62,70,RW,82,66,65,73,25,55,71,46,86,65,1.0,1.75,9
L. Štulac,28,Slovenia,175,70,70,CDM,68,61,70,70,65,66,67,65,71,70,1.0,1.75,2
W. Riveros,30,Paraguay,186,84,70,CB,62,39,50,53,69,76,71,83,61,36,1.0,1.86,1
Cláudio Falcão,28,Brazil,187,77,70,CM,66,64,66,68,71,77,91,70,69,66,1.0,1.87,4
C. Rodríguez,33,Uruguay,183,88,70,CB,53,38,46,50,71,78,70,84,52,39,1.0,1.83,1
M. Bero,27,Slovakia,181,81,70,CAM,68,71,69,71,67,83,93,80,69,68,1.0,1.81,0
S. Longo,25,Argentina,177,70,70,CDM,55,48,65,65,69,74,73,74,56,64,1.0,1.77,2
M. Tijani,22,Nigeria,191,86,70,ST,72,69,55,62,27,79,68,87,56,63,1.0,1.91,10
Alemão,25,Brazil,182,88,70,ST,78,68,64,73,25,74,68,80,75,64,1.0,1.82,10
J. Vanlerberghe,27,Belgium,189,75,70,CB,59,61,67,65,69,74,72,77,60,68,1.0,1.89,1
T. Didillon,27,France,191,88,70,GK,64,69,71,55,71,67,25,67,55,54,0.0,1.91,5
L. Acosta,28,Argentina,187,82,70,GK,66,70,70,59,70,68,40,68,59,29,1.0,1.87,5
A. Vallci,27,Austria,191,85,70,CB,70,56,60,57,68,78,76,81,56,52,1.0,1.91,1
Fran Gámez,31,Spain,174,71,70,RB,80,52,61,65,66,74,85,71,71,62,1.0,1.74,8
T. Mohr,27,Germany,182,82,70,LW,77,68,69,70,57,67,78,65,75,65,0.0,1.82,7
Gonzalo Verdú,34,Spain,185,80,70,CB,48,53,58,56,70,76,63,84,63,57,1.0,1.85,1
Jesús Jiménez,29,Spain,183,80,70,ST,79,70,65,72,37,69,80,75,82,66,1.0,1.83,10
A. Estupiñán,28,Colombia,175,72,70,LW,86,65,62,73,46,65,77,64,83,62,1.0,1.75,7
Vinicius Trieiro,31,Brazil,177,73,70,RB,71,44,63,68,66,68,75,64,68,60,1.0,1.77,8
Jailson Oliva,31,Brazil,171,65,70,RB,81,38,58,69,67,57,77,44,85,50,1.0,1.71,8
Luan Sendeiro,31,Brazil,181,78,70,CDM,67,56,71,61,68,69,66,73,61,72,1.0,1.81,2
Lourival Rodeiro,31,Brazil,181,73,70,CM,69,58,62,69,64,58,64,54,74,66,1.0,1.81,4
Martin Cordeia,27,Brazil,181,76,70,CAM,48,70,74,70,36,63,71,70,68,75,1.0,1.81,0
Marlion Rolim,31,Brazil,175,70,70,CAM,67,66,65,69,49,55,52,54,72,71,1.0,1.75,0
Túlio Sandoiro,27,Brazil,186,82,70,ST,64,71,62,73,33,72,65,79,67,66,1.0,1.86,10
L. Blessing,26,Ghana,170,64,70,CM,86,61,64,75,66,60,86,43,90,71,1.0,1.7,4
José Arnáiz,28,Spain,174,70,70,LW,80,72,61,73,40,68,79,68,83,60,1.0,1.74,7
B. Blasi,27,Argentina,180,75,70,RB,68,41,58,60,69,79,81,77,66,46,1.0,1.8,8
R. Mmaee,26,Morocco,183,79,70,ST,76,69,54,71,28,63,54,70,73,56,1.0,1.83,10
S. Salcedo,25,Paraguay,183,75,70,CB,56,33,43,53,71,75,70,80,51,43,1.0,1.83,1
Rodri Tarín,26,Spain,184,76,70,CB,77,37,50,59,69,74,69,78,59,42,1.0,1.84,1
B. Gimber,26,Germany,187,85,70,CDM,65,48,59,56,71,78,76,79,65,61,0.0,1.87,2
S. Gartenmann,26,Denmark,185,75,70,CB,62,33,57,60,70,77,76,82,56,57,1.0,1.85,1
L. Dickmann,26,Italy,177,70,70,RB,70,52,61,66,69,64,81,56,68,60,1.0,1.77,8
S. Nealis,26,United States,194,79,70,CB,69,32,39,49,68,84,84,87,56,35,1.0,1.94,1
Joan Femenías,26,Spain,183,79,70,GK,50,60,56,57,70,62,25,62,57,33,1.0,1.83,5
M. Távara,24,Peru,184,79,70,CM,67,64,65,67,63,69,84,69,67,69,0.0,1.84,4
J. Schöppner,24,Germany,190,78,70,CDM,64,57,63,62,68,80,90,78,57,66,1.0,1.9,2
C. Puertas,24,Switzerland,178,77,70,CM,73,66,69,71,67,73,75,70,71,69,1.0,1.78,4
B. Tomiak,24,Germany,193,80,70,CB,74,43,45,41,70,79,73,86,59,32,1.0,1.93,1
M. Osmajić,23,Montenegro,185,76,70,ST,74,73,60,62,37,71,65,74,53,59,1.0,1.85,10
L. Lozano,24,Uruguay,169,70,70,RB,78,56,63,66,65,69,74,67,75,60,1.0,1.69,8
H. Matriciani,23,Germany,187,80,70,RB,83,33,54,56,68,70,71,69,54,46,1.0,1.87,8
G. Altare,24,Italy,190,84,70,CB,61,39,47,51,71,77,64,85,44,40,1.0,1.9,1
M. Çetin,26,Turkey,189,80,70,CB,58,44,54,56,69,76,62,85,46,50,1.0,1.89,1
S. Baptiste,25,Grenada,175,67,70,CM,70,58,67,75,68,69,66,69,72,71,1.0,1.75,4
N. Maraš,27,Serbia,189,79,70,CB,64,37,50,55,70,76,74,78,64,46,1.0,1.89,1
H. De La Fuente,26,Argentina,177,73,70,RB,84,60,60,71,62,75,78,73,82,49,1.0,1.77,8
M. Dauda,25,Ghana,176,69,70,LW,87,67,62,73,27,61,62,63,83,64,1.0,1.76,7
J. Caballero,25,Colombia,180,72,70,LW,84,63,60,72,44,65,74,64,84,55,1.0,1.8,7
A. Mandréa,26,Algeria,186,78,70,GK,59,63,63,33,72,61,28,61,33,15,1.0,1.86,5
R. Burke,26,England,189,81,70,CB,67,36,54,61,71,71,69,73,62,45,1.0,1.89,1
E. Hansson,25,Sweden,172,68,70,LW,77,65,68,73,35,52,66,49,84,74,1.0,1.72,7
J. Williams,26,England,185,80,70,CDM,59,57,67,68,68,67,64,62,63,65,1.0,1.85,2
B. Kamara,26,Senegal,196,92,70,GK,54,65,63,28,70,77,32,77,28,26,1.0,1.96,5
I. Cissé,27,France,185,70,70,CB,66,38,62,64,70,75,75,77,74,56,1.0,1.85,1
M. Christiansen,26,Germany,185,82,70,CDM,61,50,62,65,68,80,89,77,62,61,1.0,1.85,2
M. Romero,24,Argentina,180,76,70,ST,75,69,58,66,45,72,71,75,67,61,1.0,1.8,10
T. Campbell,23,England,183,75,70,ST,81,68,60,70,33,66,57,72,69,61,0.0,1.83,10
L. Tempelmann,24,Germany,175,75,70,CM,75,54,64,74,66,68,80,59,78,67,1.0,1.75,4
R. Fernández,25,Uruguay,180,70,70,CM,77,61,68,71,63,78,84,75,71,70,1.0,1.8,4
L. Segovia,25,Ecuador,182,82,70,CB,71,42,53,55,69,75,80,74,70,42,0.0,1.82,1
W. Corozo,24,Ecuador,180,66,70,LW,87,66,59,72,31,77,69,84,81,56,1.0,1.8,7
B. Zaynutdinov,25,Kazakhstan,185,75,70,LW,78,67,67,68,62,69,74,67,65,66,0.0,1.85,7
F. Mater,24,Argentina,164,64,70,RW,73,63,63,69,66,70,82,63,71,68,1.0,1.64,9
Jon Morcillo,24,Spain,183,72,70,LW,77,71,67,71,48,62,67,65,80,65,0.0,1.83,7
M. Koné,26,Senegal,175,68,70,ST,89,67,58,72,32,69,77,69,85,55,1.0,1.75,10
I. Diallo,26,Côte d'Ivoire,178,74,70,LB,66,38,54,68,70,74,79,74,69,46,0.0,1.78,6
M. Cotali,26,Italy,177,72,70,LB,72,41,64,66,65,66,81,59,73,59,0.0,1.77,6
John,27,Brazil,196,83,70,GK,49,62,59,25,73,69,19,69,25,38,1.0,1.96,5
J. Yueill,26,United States,178,74,70,CM,56,61,69,68,63,72,83,68,67,71,1.0,1.78,4
A. Sabiri,26,Morocco,186,80,70,CAM,59,69,68,75,56,64,67,67,77,68,1.0,1.86,0
M. Bokadi,27,Congo DR,186,85,70,CB,56,33,53,62,70,76,81,74,44,54,1.0,1.86,1
Alfa Semedo,25,Guinea Bissau,190,82,70,CDM,67,59,60,69,70,79,77,81,67,60,1.0,1.9,2
S. van Gassel,26,Netherlands,186,81,70,GK,58,65,63,38,70,67,35,67,38,39,0.0,1.86,5
R. Pantalon,25,Croatia,194,86,70,CB,53,32,39,41,70,78,58,92,40,29,1.0,1.94,1
G. Long,29,England,193,94,70,GK,52,68,68,43,71,52,31,52,43,53,0.0,1.93,5
P. Galdames,26,Chile,175,68,70,CM,76,60,70,72,61,69,83,62,81,69,1.0,1.75,4
F. Jagiełło,25,Poland,180,70,70,CM,73,70,69,71,53,63,73,60,73,70,1.0,1.8,4
V. Moreno,28,Colombia,180,78,70,CB,71,41,52,56,70,76,72,80,64,49,1.0,1.8,1
S. Bastien,26,Congo DR,175,75,70,CM,72,66,70,73,62,69,81,64,74,65,1.0,1.75,4
J. de Wijs,28,Netherlands,189,95,70,CB,58,51,49,50,69,82,69,92,35,29,0.0,1.89,1
A. Dovbyk,26,Ukraine,185,78,70,ST,74,67,55,64,28,73,70,77,58,56,0.0,1.85,10
M. Hosseini,27,Iran,187,76,70,CB,64,30,48,51,70,76,74,75,58,30,1.0,1.87,1
A. Šemper,25,Croatia,194,89,70,GK,50,65,63,31,69,51,21,51,31,65,1.0,1.94,5
